jour_de_tirage;date_de_tirage;heure_de_tirage;date_de_forclusion;Numero;devise;
Lundi   ;13/04/2015;midi;13/06/2015;2 960 212;eur;
Dimanche;12/04/2015;soir;12/06/2015;9 459 337;eur;
Dimanche;12/04/2015;midi;12/06/2015;2 165 265;eur;
Samedi  ;11/04/2015;soir;11/06/2015;1 098 426;eur;
Samedi  ;11/04/2015;midi;11/06/2015;9 152 461;eur;
Vendredi;10/04/2015;soir;10/06/2015;8 057 047;eur;
Vendredi;10/04/2015;midi;10/06/2015;5 908 244;eur;
Jeudi   ;09/04/2015;soir;09/06/2015;2 028 444;eur;
Jeudi   ;09/04/2015;midi;09/06/2015;1 410 025;eur;
Mercredi;08/04/2015;soir;08/06/2015;7 489 513;eur;
Mercredi;08/04/2015;midi;08/06/2015;5 479 180;eur;
Mardi   ;07/04/2015;soir;07/06/2015;2 550 737;eur;
Mardi   ;07/04/2015;midi;07/06/2015;6 989 812;eur;
Lundi   ;06/04/2015;soir;06/06/2015;8 614 934;eur;
Lundi   ;06/04/2015;midi;06/06/2015;6 476 798;eur;
Dimanche;05/04/2015;soir;05/06/2015;8 179 846;eur;
Dimanche;05/04/2015;midi;05/06/2015;3 483 281;eur;
Samedi  ;04/04/2015;soir;04/06/2015;7 837 204;eur;
Samedi  ;04/04/2015;midi;04/06/2015;8 325 799;eur;
Vendredi;03/04/2015;soir;03/06/2015;7 956 585;eur;
Vendredi;03/04/2015;midi;03/06/2015;6 416 472;eur;
Jeudi   ;02/04/2015;soir;02/06/2015;0 633 064;eur;
Jeudi   ;02/04/2015;midi;02/06/2015;5 288 946;eur;
Mercredi;01/04/2015;soir;01/06/2015;8 889 042;eur;
Mercredi;01/04/2015;midi;01/06/2015;8 867 223;eur;
Mardi   ;31/03/2015;soir;31/05/2015;2 492 314;eur;
Mardi   ;31/03/2015;midi;31/05/2015;4 088 089;eur;
Lundi   ;30/03/2015;soir;30/05/2015;4 902 446;eur;
Lundi   ;30/03/2015;midi;30/05/2015;9 757 443;eur;
Dimanche;29/03/2015;soir;29/05/2015;4 904 840;eur;
Dimanche;29/03/2015;midi;29/05/2015;6 996 478;eur;
Samedi  ;28/03/2015;soir;28/05/2015;1 787 885;eur;
Samedi  ;28/03/2015;midi;28/05/2015;3 635 537;eur;
Vendredi;27/03/2015;soir;27/05/2015;1 906 894;eur;
Vendredi;27/03/2015;midi;27/05/2015;9 273 600;eur;
Jeudi   ;26/03/2015;soir;26/05/2015;7 977 519;eur;
Jeudi   ;26/03/2015;midi;26/05/2015;0 848 600;eur;
Mercredi;25/03/2015;soir;25/05/2015;5 148 962;eur;
Mercredi;25/03/2015;midi;25/05/2015;2 887 769;eur;
Mardi   ;24/03/2015;soir;24/05/2015;2 812 904;eur;
Mardi   ;24/03/2015;midi;24/05/2015;2 183 911;eur;
Lundi   ;23/03/2015;soir;23/05/2015;8 660 161;eur;
Lundi   ;23/03/2015;midi;23/05/2015;8 387 797;eur;
Dimanche;22/03/2015;soir;22/05/2015;2 818 540;eur;
Dimanche;22/03/2015;midi;22/05/2015;4 647 694;eur;
Samedi  ;21/03/2015;soir;21/05/2015;4 960 465;eur;
Samedi  ;21/03/2015;midi;21/05/2015;6 762 160;eur;
Vendredi;20/03/2015;soir;20/05/2015;4 573 950;eur;
Vendredi;20/03/2015;midi;20/05/2015;9 297 175;eur;
Jeudi   ;19/03/2015;soir;19/05/2015;0 956 486;eur;
Jeudi   ;19/03/2015;midi;19/05/2015;2 012 440;eur;
Mercredi;18/03/2015;soir;18/05/2015;8 374 628;eur;
Mercredi;18/03/2015;midi;18/05/2015;5 591 678;eur;
Mardi   ;17/03/2015;soir;17/05/2015;0 664 513;eur;
Mardi   ;17/03/2015;midi;17/05/2015;0 712 528;eur;
Lundi   ;16/03/2015;soir;16/05/2015;6 435 671;eur;
Lundi   ;16/03/2015;midi;16/05/2015;2 240 892;eur;
Dimanche;15/03/2015;soir;15/05/2015;6 900 948;eur;
Dimanche;15/03/2015;midi;15/05/2015;6 579 326;eur;
Samedi  ;14/03/2015;soir;14/05/2015;3 075 064;eur;
Samedi  ;14/03/2015;midi;14/05/2015;6 474 809;eur;
Vendredi;13/03/2015;soir;13/05/2015;0 803 951;eur;
Vendredi;13/03/2015;midi;13/05/2015;8 303 254;eur;
Jeudi   ;12/03/2015;soir;12/05/2015;2 650 906;eur;
Jeudi   ;12/03/2015;midi;12/05/2015;9 011 151;eur;
Mercredi;11/03/2015;soir;11/05/2015;4 880 492;eur;
Mercredi;11/03/2015;midi;11/05/2015;6 883 098;eur;
Mardi   ;10/03/2015;soir;10/05/2015;9 867 097;eur;
Mardi   ;10/03/2015;midi;10/05/2015;0 299 726;eur;
Lundi   ;09/03/2015;soir;09/05/2015;2 691 810;eur;
Lundi   ;09/03/2015;midi;09/05/2015;9 377 893;eur;
Dimanche;08/03/2015;soir;08/05/2015;0 516 099;eur;
Dimanche;08/03/2015;midi;08/05/2015;4 671 700;eur;
Samedi  ;07/03/2015;soir;07/05/2015;3 137 634;eur;
Samedi  ;07/03/2015;midi;07/05/2015;0 410 998;eur;
Vendredi;06/03/2015;soir;06/05/2015;3 714 709;eur;
Vendredi;06/03/2015;midi;06/05/2015;9 506 584;eur;
Jeudi   ;05/03/2015;soir;05/05/2015;4 220 654;eur;
Jeudi   ;05/03/2015;midi;05/05/2015;8 897 740;eur;
Mercredi;04/03/2015;soir;04/05/2015;8 824 221;eur;
Mercredi;04/03/2015;midi;04/05/2015;6 969 535;eur;
Mardi   ;03/03/2015;soir;03/05/2015;6 295 254;eur;
Mardi   ;03/03/2015;midi;03/05/2015;6 088 652;eur;
Lundi   ;02/03/2015;soir;02/05/2015;1 404 200;eur;
Lundi   ;02/03/2015;midi;02/05/2015;1 125 939;eur;
Dimanche;01/03/2015;soir;01/05/2015;2 979 610;eur;
Dimanche;01/03/2015;midi;01/05/2015;2 328 116;eur;
Samedi  ;28/02/2015;soir;30/04/2015;6 465 867;eur;
Samedi  ;28/02/2015;midi;30/04/2015;8 586 755;eur;
Vendredi;27/02/2015;soir;29/04/2015;0 196 111;eur;
Vendredi;27/02/2015;midi;29/04/2015;9 390 417;eur;
Jeudi   ;26/02/2015;soir;28/04/2015;3 876 177;eur;
Jeudi   ;26/02/2015;midi;28/04/2015;7 532 677;eur;
Mercredi;25/02/2015;soir;27/04/2015;7 063 152;eur;
Mercredi;25/02/2015;midi;27/04/2015;6 590 634;eur;
Mardi   ;24/02/2015;soir;26/04/2015;4 186 702;eur;
Mardi   ;24/02/2015;midi;26/04/2015;9 508 188;eur;
Lundi   ;23/02/2015;soir;25/04/2015;1 173 689;eur;
Lundi   ;23/02/2015;midi;25/04/2015;9 707 362;eur;
Dimanche;22/02/2015;soir;24/04/2015;2 552 020;eur;
Dimanche;22/02/2015;midi;24/04/2015;2 842 219;eur;
Samedi  ;21/02/2015;soir;23/04/2015;3 199 245;eur;
Samedi  ;21/02/2015;midi;23/04/2015;8 916 847;eur;
Vendredi;20/02/2015;soir;22/04/2015;6 620 337;eur;
Vendredi;20/02/2015;midi;22/04/2015;8 336 877;eur;
Jeudi   ;19/02/2015;soir;21/04/2015;9 689 682;eur;
Jeudi   ;19/02/2015;midi;21/04/2015;7 571 152;eur;
Mercredi;18/02/2015;soir;20/04/2015;4 590 857;eur;
Mercredi;18/02/2015;midi;20/04/2015;1 588 918;eur;
Mardi   ;17/02/2015;soir;19/04/2015;8 122 797;eur;
Mardi   ;17/02/2015;midi;19/04/2015;2 754 885;eur;
Lundi   ;16/02/2015;soir;18/04/2015;9 209 243;eur;
Lundi   ;16/02/2015;midi;18/04/2015;6 039 985;eur;
Dimanche;15/02/2015;soir;17/04/2015;4 958 906;eur;
Dimanche;15/02/2015;midi;17/04/2015;4 107 045;eur;
Samedi  ;14/02/2015;soir;16/04/2015;6 443 861;eur;
Samedi  ;14/02/2015;midi;16/04/2015;4 248 135;eur;
Vendredi;13/02/2015;soir;15/04/2015;1 802 344;eur;
Vendredi;13/02/2015;midi;15/04/2015;7 778 263;eur;
Jeudi   ;12/02/2015;soir;14/04/2015;4 094 678;eur;
Jeudi   ;12/02/2015;midi;14/04/2015;3 645 814;eur;
Mercredi;11/02/2015;soir;13/04/2015;5 178 483;eur;
Mercredi;11/02/2015;midi;13/04/2015;2 460 969;eur;
Mardi   ;10/02/2015;soir;12/04/2015;6 488 351;eur;
Mardi   ;10/02/2015;midi;12/04/2015;9 104 909;eur;
Lundi   ;09/02/2015;soir;11/04/2015;0 950 231;eur;
Lundi   ;09/02/2015;midi;11/04/2015;5 443 328;eur;
Dimanche;08/02/2015;soir;10/04/2015;1 643 968;eur;
Dimanche;08/02/2015;midi;10/04/2015;7 148 482;eur;
Samedi  ;07/02/2015;soir;09/04/2015;0 281 355;eur;
Samedi  ;07/02/2015;midi;09/04/2015;4 350 427;eur;
Vendredi;06/02/2015;soir;08/04/2015;9 359 052;eur;
Vendredi;06/02/2015;midi;08/04/2015;5 868 211;eur;
Jeudi   ;05/02/2015;soir;07/04/2015;9 909 382;eur;
Jeudi   ;05/02/2015;midi;07/04/2015;2 891 264;eur;
Mercredi;04/02/2015;soir;06/04/2015;9 864 959;eur;
Mercredi;04/02/2015;midi;06/04/2015;4 495 956;eur;
Mardi   ;03/02/2015;soir;05/04/2015;4 170 270;eur;
Mardi   ;03/02/2015;midi;05/04/2015;9 784 490;eur;
Lundi   ;02/02/2015;soir;04/04/2015;5 419 363;eur;
Lundi   ;02/02/2015;midi;04/04/2015;8 794 245;eur;
Dimanche;01/02/2015;soir;03/04/2015;7 358 182;eur;
Dimanche;01/02/2015;midi;03/04/2015;3 485 414;eur;
Samedi  ;31/01/2015;soir;02/04/2015;5 472 880;eur;
Samedi  ;31/01/2015;midi;02/04/2015;8 169 008;eur;
Vendredi;30/01/2015;soir;01/04/2015;0 332 932;eur;
Vendredi;30/01/2015;midi;01/04/2015;7 321 204;eur;
Jeudi   ;29/01/2015;soir;31/03/2015;0 851 295;eur;
Jeudi   ;29/01/2015;midi;31/03/2015;1 847 224;eur;
Mercredi;28/01/2015;soir;30/03/2015;7 342 353;eur;
Mercredi;28/01/2015;midi;30/03/2015;4 306 516;eur;
Mardi   ;27/01/2015;soir;29/03/2015;8 656 573;eur;
Mardi   ;27/01/2015;midi;29/03/2015;5 567 804;eur;
Lundi   ;26/01/2015;soir;28/03/2015;3 651 953;eur;
Lundi   ;26/01/2015;midi;28/03/2015;1 470 102;eur;
Dimanche;25/01/2015;soir;27/03/2015;3 467 205;eur;
Dimanche;25/01/2015;midi;27/03/2015;3 910 379;eur;
Samedi  ;24/01/2015;soir;26/03/2015;3 428 186;eur;
Samedi  ;24/01/2015;midi;26/03/2015;0 862 943;eur;
Vendredi;23/01/2015;soir;25/03/2015;1 723 525;eur;
Vendredi;23/01/2015;midi;25/03/2015;3 151 697;eur;
Jeudi   ;22/01/2015;soir;24/03/2015;8 685 419;eur;
Jeudi   ;22/01/2015;midi;24/03/2015;9 617 991;eur;
Mercredi;21/01/2015;soir;23/03/2015;7 593 995;eur;
Mercredi;21/01/2015;midi;23/03/2015;5 780 338;eur;
Mardi   ;20/01/2015;soir;22/03/2015;0 554 706;eur;
Mardi   ;20/01/2015;midi;22/03/2015;6 909 323;eur;
Lundi   ;19/01/2015;soir;21/03/2015;4 244 997;eur;
Lundi   ;19/01/2015;midi;21/03/2015;1 367 354;eur;
Dimanche;18/01/2015;soir;20/03/2015;8 126 160;eur;
Dimanche;18/01/2015;midi;20/03/2015;5 464 233;eur;
Samedi  ;17/01/2015;soir;19/03/2015;5 056 728;eur;
Samedi  ;17/01/2015;midi;19/03/2015;2 009 605;eur;
Vendredi;16/01/2015;soir;18/03/2015;6 156 962;eur;
Vendredi;16/01/2015;midi;18/03/2015;7 077 831;eur;
Jeudi   ;15/01/2015;soir;17/03/2015;6 146 704;eur;
Jeudi   ;15/01/2015;midi;17/03/2015;6 126 941;eur;
Mercredi;14/01/2015;soir;16/03/2015;7 368 809;eur;
Mercredi;14/01/2015;midi;16/03/2015;7 324 978;eur;
Mardi   ;13/01/2015;soir;15/03/2015;2 790 458;eur;
Mardi   ;13/01/2015;midi;15/03/2015;7 465 751;eur;
Lundi   ;12/01/2015;soir;14/03/2015;7 639 831;eur;
Lundi   ;12/01/2015;midi;14/03/2015;5 619 137;eur;
Dimanche;11/01/2015;soir;13/03/2015;1 440 663;eur;
Dimanche;11/01/2015;midi;13/03/2015;0 540 533;eur;
Samedi  ;10/01/2015;soir;12/03/2015;5 023 470;eur;
Samedi  ;10/01/2015;midi;12/03/2015;8 926 160;eur;
Vendredi;09/01/2015;soir;11/03/2015;4 668 015;eur;
Vendredi;09/01/2015;midi;11/03/2015;4 731 668;eur;
Jeudi   ;08/01/2015;soir;10/03/2015;0 344 050;eur;
Jeudi   ;08/01/2015;midi;10/03/2015;3 373 252;eur;
Mercredi;07/01/2015;soir;09/03/2015;8 446 050;eur;
Mercredi;07/01/2015;midi;09/03/2015;0 720 340;eur;
Mardi   ;06/01/2015;soir;08/03/2015;8 154 260;eur;
Mardi   ;06/01/2015;midi;08/03/2015;9 171 413;eur;
Lundi   ;05/01/2015;soir;07/03/2015;7 112 835;eur;
Lundi   ;05/01/2015;midi;07/03/2015;4 579 196;eur;
Dimanche;04/01/2015;soir;06/03/2015;0 379 475;eur;
Dimanche;04/01/2015;midi;06/03/2015;2 510 261;eur;
Samedi  ;03/01/2015;soir;05/03/2015;4 541 179;eur;
Samedi  ;03/01/2015;midi;05/03/2015;5 786 417;eur;
Vendredi;02/01/2015;soir;04/03/2015;3 395 391;eur;
Vendredi;02/01/2015;midi;04/03/2015;3 952 375;eur;
Jeudi   ;01/01/2015;soir;03/03/2015;7 400 631;eur;
Jeudi   ;01/01/2015;midi;03/03/2015;4 851 524;eur;
Mercredi;31/12/2014;soir;02/03/2015;2 916 637;eur;
Mercredi;31/12/2014;midi;02/03/2015;9 150 398;eur;
Mardi   ;30/12/2014;soir;01/03/2015;7 664 680;eur;
Mardi   ;30/12/2014;midi;01/03/2015;3 231 036;eur;
Lundi   ;29/12/2014;soir;28/02/2015;5 524 393;eur;
Lundi   ;29/12/2014;midi;28/02/2015;3 759 827;eur;
Dimanche;28/12/2014;soir;27/02/2015;8 690 389;eur;
Dimanche;28/12/2014;midi;27/02/2015;3 878 056;eur;
Samedi  ;27/12/2014;soir;26/02/2015;3 424 536;eur;
Samedi  ;27/12/2014;midi;26/02/2015;8 611 602;eur;
Vendredi;26/12/2014;soir;25/02/2015;7 028 381;eur;
Vendredi;26/12/2014;midi;25/02/2015;2 390 564;eur;
Jeudi   ;25/12/2014;soir;24/02/2015;9 640 054;eur;
Jeudi   ;25/12/2014;midi;24/02/2015;6 161 758;eur;
Mercredi;24/12/2014;soir;23/02/2015;3 993 923;eur;
Mercredi;24/12/2014;midi;23/02/2015;6 409 017;eur;
Mardi   ;23/12/2014;soir;22/02/2015;0 717 919;eur;
Mardi   ;23/12/2014;midi;22/02/2015;7 335 808;eur;
Lundi   ;22/12/2014;soir;21/02/2015;2 639 018;eur;
Lundi   ;22/12/2014;midi;21/02/2015;2 250 103;eur;
Dimanche;21/12/2014;soir;20/02/2015;3 860 442;eur;
Dimanche;21/12/2014;midi;20/02/2015;1 768 139;eur;
Samedi  ;20/12/2014;soir;19/02/2015;2 112 226;eur;
Samedi  ;20/12/2014;midi;19/02/2015;0 302 407;eur;
Vendredi;19/12/2014;soir;18/02/2015;2 941 307;eur;
Vendredi;19/12/2014;midi;18/02/2015;6 896 845;eur;
Jeudi   ;18/12/2014;soir;17/02/2015;4 505 294;eur;
Jeudi   ;18/12/2014;midi;17/02/2015;8 040 555;eur;
Mercredi;17/12/2014;soir;16/02/2015;2 389 777;eur;
Mercredi;17/12/2014;midi;16/02/2015;2 906 547;eur;
Mardi   ;16/12/2014;soir;15/02/2015;4 661 164;eur;
Mardi   ;16/12/2014;midi;15/02/2015;2 862 567;eur;
Lundi   ;15/12/2014;soir;14/02/2015;6 199 022;eur;
Lundi   ;15/12/2014;midi;14/02/2015;5 913 686;eur;
Dimanche;14/12/2014;soir;13/02/2015;2 600 885;eur;
Dimanche;14/12/2014;midi;13/02/2015;4 058 639;eur;
Samedi  ;13/12/2014;soir;12/02/2015;7 577 562;eur;
Samedi  ;13/12/2014;midi;12/02/2015;5 434 181;eur;
Vendredi;12/12/2014;soir;11/02/2015;5 825 794;eur;
Vendredi;12/12/2014;midi;11/02/2015;3 051 449;eur;
Jeudi   ;11/12/2014;soir;10/02/2015;5 408 183;eur;
Jeudi   ;11/12/2014;midi;10/02/2015;4 985 503;eur;
Mercredi;10/12/2014;soir;09/02/2015;1 556 442;eur;
Mercredi;10/12/2014;midi;09/02/2015;9 950 569;eur;
Mardi   ;09/12/2014;soir;08/02/2015;9 926 132;eur;
Mardi   ;09/12/2014;midi;08/02/2015;5 454 192;eur;
Lundi   ;08/12/2014;soir;07/02/2015;2 082 219;eur;
Lundi   ;08/12/2014;midi;07/02/2015;5 032 235;eur;
Dimanche;07/12/2014;soir;06/02/2015;9 348 233;eur;
Dimanche;07/12/2014;midi;06/02/2015;4 591 125;eur;
Samedi  ;06/12/2014;soir;05/02/2015;3 303 337;eur;
Samedi  ;06/12/2014;midi;05/02/2015;6 994 086;eur;
Vendredi;05/12/2014;soir;04/02/2015;6 157 095;eur;
Vendredi;05/12/2014;midi;04/02/2015;9 005 554;eur;
Jeudi   ;04/12/2014;soir;03/02/2015;2 999 670;eur;
Jeudi   ;04/12/2014;midi;03/02/2015;3 988 455;eur;
Mercredi;03/12/2014;soir;02/02/2015;1 013 361;eur;
Mercredi;03/12/2014;midi;02/02/2015;2 070 617;eur;
Mardi   ;02/12/2014;soir;01/02/2015;7 315 938;eur;
Mardi   ;02/12/2014;midi;01/02/2015;4 917 914;eur;
Lundi   ;01/12/2014;soir;31/01/2015;7 341 331;eur;
Lundi   ;01/12/2014;midi;31/01/2015;2 405 893;eur;
Dimanche;30/11/2014;soir;30/01/2015;9 512 004;eur;
Dimanche;30/11/2014;midi;30/01/2015;8 384 464;eur;
Samedi  ;29/11/2014;soir;29/01/2015;7 120 060;eur;
Samedi  ;29/11/2014;midi;29/01/2015;0 053 658;eur;
Vendredi;28/11/2014;soir;28/01/2015;9 643 480;eur;
Vendredi;28/11/2014;midi;28/01/2015;5 864 583;eur;
Jeudi   ;27/11/2014;soir;27/01/2015;9 125 663;eur;
Jeudi   ;27/11/2014;midi;27/01/2015;1 742 070;eur;
Mercredi;26/11/2014;soir;26/01/2015;3 900 603;eur;
Mercredi;26/11/2014;midi;26/01/2015;9 092 203;eur;
Mardi   ;25/11/2014;soir;25/01/2015;1 002 922;eur;
Mardi   ;25/11/2014;midi;25/01/2015;0 829 657;eur;
Lundi   ;24/11/2014;soir;24/01/2015;7 019 186;eur;
Lundi   ;24/11/2014;midi;24/01/2015;7 248 638;eur;
Dimanche;23/11/2014;soir;23/01/2015;7 267 042;eur;
Dimanche;23/11/2014;midi;23/01/2015;3 749 318;eur;
Samedi  ;22/11/2014;soir;22/01/2015;0 540 816;eur;
Samedi  ;22/11/2014;midi;22/01/2015;4 763 219;eur;
Vendredi;21/11/2014;soir;21/01/2015;6 553 743;eur;
Vendredi;21/11/2014;midi;21/01/2015;8 323 211;eur;
Jeudi   ;20/11/2014;soir;20/01/2015;1 502 796;eur;
Jeudi   ;20/11/2014;midi;20/01/2015;0 994 286;eur;
Mercredi;19/11/2014;soir;19/01/2015;5 423 984;eur;
Mercredi;19/11/2014;midi;19/01/2015;2 543 790;eur;
Mardi   ;18/11/2014;soir;18/01/2015;8 839 219;eur;
Mardi   ;18/11/2014;midi;18/01/2015;1 912 621;eur;
Lundi   ;17/11/2014;soir;17/01/2015;7 794 843;eur;
Lundi   ;17/11/2014;midi;17/01/2015;1 009 846;eur;
Dimanche;16/11/2014;soir;16/01/2015;5 286 309;eur;
Dimanche;16/11/2014;midi;16/01/2015;6 991 556;eur;
Samedi  ;15/11/2014;soir;15/01/2015;1 581 113;eur;
Samedi  ;15/11/2014;midi;15/01/2015;9 444 832;eur;
Vendredi;14/11/2014;soir;14/01/2015;4 235 554;eur;
Vendredi;14/11/2014;midi;14/01/2015;7 460 940;eur;
Jeudi   ;13/11/2014;soir;13/01/2015;1 872 017;eur;
Jeudi   ;13/11/2014;midi;13/01/2015;5 530 056;eur;
Mercredi;12/11/2014;soir;12/01/2015;8 323 453;eur;
Mercredi;12/11/2014;midi;12/01/2015;9 061 985;eur;
Mardi   ;11/11/2014;soir;11/01/2015;6 291 011;eur;
Mardi   ;11/11/2014;midi;11/01/2015;9 398 651;eur;
Lundi   ;10/11/2014;soir;10/01/2015;8 680 318;eur;
Lundi   ;10/11/2014;midi;10/01/2015;7 727 933;eur;
Dimanche;09/11/2014;soir;09/01/2015;5 223 504;eur;
Dimanche;09/11/2014;midi;09/01/2015;6 247 374;eur;
Samedi  ;08/11/2014;soir;08/01/2015;3 026 720;eur;
Samedi  ;08/11/2014;midi;08/01/2015;6 818 693;eur;
Vendredi;07/11/2014;soir;07/01/2015;1 108 721;eur;
Vendredi;07/11/2014;midi;07/01/2015;5 742 323;eur;
Jeudi   ;06/11/2014;soir;06/01/2015;9 419 194;eur;
Jeudi   ;06/11/2014;midi;06/01/2015;1 869 207;eur;
Mercredi;05/11/2014;soir;05/01/2015;1 224 912;eur;
Mercredi;05/11/2014;midi;05/01/2015;6 956 830;eur;
Mardi   ;04/11/2014;soir;04/01/2015;4 156 115;eur;
Mardi   ;04/11/2014;midi;04/01/2015;6 562 908;eur;
Lundi   ;03/11/2014;soir;03/01/2015;4 353 796;eur;
Lundi   ;03/11/2014;midi;03/01/2015;0 070 223;eur;
Dimanche;02/11/2014;soir;02/01/2015;1 226 220;eur;
Dimanche;02/11/2014;midi;02/01/2015;5 989 507;eur;
Samedi  ;01/11/2014;soir;01/01/2015;0 334 555;eur;
Samedi  ;01/11/2014;midi;01/01/2015;7 230 378;eur;
Vendredi;31/10/2014;soir;31/12/2014;1 265 954;eur;
Vendredi;31/10/2014;midi;31/12/2014;6 992 380;eur;
Jeudi   ;30/10/2014;soir;30/12/2014;1 305 096;eur;
Jeudi   ;30/10/2014;midi;30/12/2014;5 763 520;eur;
Mercredi;29/10/2014;soir;29/12/2014;6 884 759;eur;
Mercredi;29/10/2014;midi;29/12/2014;1 885 219;eur;
Mardi   ;28/10/2014;soir;28/12/2014;4 927 130;eur;
Mardi   ;28/10/2014;midi;28/12/2014;8 350 758;eur;
Lundi   ;27/10/2014;soir;27/12/2014;6 326 903;eur;
Lundi   ;27/10/2014;midi;27/12/2014;5 879 465;eur;
Dimanche;26/10/2014;soir;26/12/2014;0 426 539;eur;
Dimanche;26/10/2014;midi;26/12/2014;2 231 127;eur;
Samedi  ;25/10/2014;soir;25/12/2014;3 277 879;eur;
Samedi  ;25/10/2014;midi;25/12/2014;2 992 979;eur;
Vendredi;24/10/2014;soir;24/12/2014;7 291 366;eur;
Vendredi;24/10/2014;midi;24/12/2014;8 418 835;eur;
Jeudi   ;23/10/2014;soir;23/12/2014;6 491 705;eur;
Jeudi   ;23/10/2014;midi;23/12/2014;1 841 707;eur;
Mercredi;22/10/2014;soir;22/12/2014;8 076 858;eur;
Mercredi;22/10/2014;midi;22/12/2014;6 113 668;eur;
Mardi   ;21/10/2014;soir;21/12/2014;1 985 686;eur;
Mardi   ;21/10/2014;midi;21/12/2014;6 357 052;eur;
Lundi   ;20/10/2014;soir;20/12/2014;3 478 270;eur;
Lundi   ;20/10/2014;midi;20/12/2014;8 385 224;eur;
Dimanche;19/10/2014;soir;19/12/2014;2 270 539;eur;
Dimanche;19/10/2014;midi;19/12/2014;1 074 761;eur;
Samedi  ;18/10/2014;soir;18/12/2014;8 859 204;eur;
Samedi  ;18/10/2014;midi;18/12/2014;7 077 861;eur;
Vendredi;17/10/2014;soir;17/12/2014;2 019 427;eur;
Vendredi;17/10/2014;midi;17/12/2014;6 104 121;eur;
Jeudi   ;16/10/2014;soir;16/12/2014;9 486 906;eur;
Jeudi   ;16/10/2014;midi;16/12/2014;8 689 834;eur;
Mercredi;15/10/2014;soir;15/12/2014;4 946 339;eur;
Mercredi;15/10/2014;midi;15/12/2014;3 680 477;eur;
Mardi   ;14/10/2014;soir;14/12/2014;3 523 606;eur;
Mardi   ;14/10/2014;midi;14/12/2014;3 773 405;eur;
Lundi   ;13/10/2014;soir;13/12/2014;6 546 760;eur;
Lundi   ;13/10/2014;midi;13/12/2014;1 397 202;eur;
Dimanche;12/10/2014;soir;12/12/2014;7 913 321;eur;
Dimanche;12/10/2014;midi;12/12/2014;9 547 982;eur;
Samedi  ;11/10/2014;soir;11/12/2014;5 906 869;eur;
Samedi  ;11/10/2014;midi;11/12/2014;2 629 747;eur;
Vendredi;10/10/2014;soir;10/12/2014;1 337 338;eur;
Vendredi;10/10/2014;midi;10/12/2014;7 993 778;eur;
Jeudi   ;09/10/2014;soir;09/12/2014;3 676 346;eur;
Jeudi   ;09/10/2014;midi;09/12/2014;7 571 430;eur;
Mercredi;08/10/2014;soir;08/12/2014;6 342 196;eur;
Mercredi;08/10/2014;midi;08/12/2014;3 874 749;eur;
Mardi   ;07/10/2014;soir;07/12/2014;4 485 755;eur;
Mardi   ;07/10/2014;midi;07/12/2014;3 120 365;eur;
Lundi   ;06/10/2014;soir;06/12/2014;1 639 199;eur;
Lundi   ;06/10/2014;midi;06/12/2014;9 681 243;eur;
Dimanche;05/10/2014;soir;05/12/2014;8 724 984;eur;
Dimanche;05/10/2014;midi;05/12/2014;0 789 721;eur;
Samedi  ;04/10/2014;soir;04/12/2014;9 885 207;eur;
Samedi  ;04/10/2014;midi;04/12/2014;6 128 423;eur;
Vendredi;03/10/2014;soir;03/12/2014;9 363 072;eur;
Vendredi;03/10/2014;midi;03/12/2014;6 529 029;eur;
Jeudi   ;02/10/2014;soir;02/12/2014;3 565 840;eur;
Jeudi   ;02/10/2014;midi;02/12/2014;4 974 582;eur;
Mercredi;01/10/2014;soir;01/12/2014;2 158 012;eur;
Mercredi;01/10/2014;midi;01/12/2014;5 276 705;eur;
Mardi   ;30/09/2014;soir;30/11/2014;4 902 958;eur;
Mardi   ;30/09/2014;midi;30/11/2014;9 838 404;eur;
Lundi   ;29/09/2014;soir;29/11/2014;9 110 313;eur;
Lundi   ;29/09/2014;midi;29/11/2014;4 630 507;eur;
Dimanche;28/09/2014;soir;28/11/2014;3 083 426;eur;
Dimanche;28/09/2014;midi;28/11/2014;7 808 702;eur;
Samedi  ;27/09/2014;soir;27/11/2014;0 528 672;eur;
Samedi  ;27/09/2014;midi;27/11/2014;9 923 627;eur;
Vendredi;26/09/2014;soir;26/11/2014;9 868 893;eur;
Vendredi;26/09/2014;midi;26/11/2014;4 176 864;eur;
Jeudi   ;25/09/2014;soir;25/11/2014;5 775 754;eur;
Jeudi   ;25/09/2014;midi;25/11/2014;7 869 598;eur;
Mercredi;24/09/2014;soir;24/11/2014;8 850 357;eur;
Mercredi;24/09/2014;midi;24/11/2014;9 115 757;eur;
Mardi   ;23/09/2014;soir;23/11/2014;3 974 599;eur;
Mardi   ;23/09/2014;midi;23/11/2014;0 970 966;eur;
Lundi   ;22/09/2014;soir;22/11/2014;8 545 291;eur;
Lundi   ;22/09/2014;midi;22/11/2014;9 987 278;eur;
Dimanche;21/09/2014;soir;21/11/2014;3 909 397;eur;
Dimanche;21/09/2014;midi;21/11/2014;6 924 340;eur;
Samedi  ;20/09/2014;soir;20/11/2014;5 473 376;eur;
Samedi  ;20/09/2014;midi;20/11/2014;2 907 345;eur;
Vendredi;19/09/2014;soir;19/11/2014;1 165 817;eur;
Vendredi;19/09/2014;midi;19/11/2014;0 750 452;eur;
Jeudi   ;18/09/2014;soir;18/11/2014;1 519 852;eur;
